adm3_en,Satkhira,bound
Alfadanga,Faridpur,"[[[[89.68801293900003, 23.210391351000055], [89.71568028800004, 23.231684785000027], [89.71587588200003, 23.241015279000067], [89.73123905200003, 23.247388112000067], [89.73049657500007, 23.25702974400008], [89.74184917900004, 23.261800823000044], [89.75135583300005, 23.27650294600005], [89.72591704100006, 23.29832920700005], [89.72019747300004, 23.29837612800003], [89.71389508900006, 23.289711605000036], [89.69785928000005, 23.300962750000053], [89.69954694000006, 23.31018877400004], [89.71270972900004, 23.309060036000062], [89.71346112400005, 23.314125584000067], [89.68837970600003, 23.332708980000064], [89.68477406500006, 23.344911612000033], [89.67602768700004, 23.34221829100005], [89.67301126800004, 23.35344910300006], [89.65976099000005, 23.35180226400007], [89.65464894100006, 23.356623726000066], [89.64591469400006, 23.355874235000044], [89.63966838600004, 23.36506685200004], [89.63478096100005, 23.363228038000045], [89.64086150300005, 23.36913895200007], [89.63403372200008, 23.383381099000076], [89.62248203100006, 23.38576882600006], [89.61665196900003, 23.378064219000066], [89.61334266400007, 23.380929681000055], [89.61848599400008, 23.38269188000004], [89.61759496000008, 23.38682453200005], [89.61420775900007, 23.38156355900003], [89.60114668800009, 23.380602097000065], [89.60801940700009, 23.369791229000043], [89.60444288400004, 23.337380405000033], [89.62258760000003, 23.308970045000024], [89.64536153200004, 23.298547694000035], [89.63330662300007, 23.297735225000054], [89.62100736700006, 23.307718546000046], [89.61765238800007, 23.30443874900004], [89.62082474200008, 23.297424957000032], [89.63199949400007, 23.289308273000074], [89.65771751900007, 23.287094109000066], [89.66905637500008, 23.278343349000068], [89.64884393200003, 23.27303200500006], [89.63682950500004, 23.261615068000026], [89.63307512500006, 23.23742357900005], [89.64183393300004, 23.232456367000054], [89.66373648800004, 23.24596695500003], [89.67036065000008, 23.244245501000023], [89.68735919000005, 23.224114843000052], [89.68429186000003, 23.212206937000076], [89.68801293900003, 23.210391351000055]]]]"
Alikadam,Bandarban,"[[[[92.51110312600008, 21.363895728000045], [92.50852176700005, 21.377295360000062], [92.52819009700005, 21.379744411000047], [92.51909379400007, 21.394740142000046], [92.51942580800005, 21.44180274000007], [92.48918877300008, 21.532831259000034], [92.49837362300008, 21.544060349000063], [92.50195867200006, 21.57799717100005], [92.46235913700008, 21.63497036800004], [92.36230655000008, 21.835451120000073], [92.32095394800007, 21.80403036000007], [92.30238917100007, 21.77248114400004], [92.27166216100005, 21.754202359000033], [92.25129894100007, 21.707786886000065], [92.22286018800008, 21.679071100000044], [92.23091840500007, 21.652677719000053], [92.24070886800007, 21.624249871000075], [92.24717886500008, 21.62168435600006], [92.26351822400005, 21.597728964000055], [92.29804065100006, 21.576059144000055], [92.31800350200007, 21.555494106000026], [92.33761340600006, 21.52268754100004], [92.35802569500004, 21.471921085000076], [92.38097549400004, 21.47986773200006], [92.42809569200006, 21.42357494500004], [92.43881551500004, 21.365177892000077], [92.45961254200006, 21.369112176000044], [92.49911058700008, 21.36106563000004], [92.51110312600008, 21.363895728000045]]]]"
Amtali,Barguna,"[[[[90.17594501600007, 22.127382690000047], [90.16677856900003, 22.13070005700007], [90.15391790700005, 22.122510790000035], [90.17594501600007, 22.127382690000047]]], [[[90.03072760100008, 21.87605629500007], [90.04698689700007, 21.86462599600003], [90.07520607500004, 21.86131670800006], [90.11016687200004, 21.89792794600004], [90.10776282100005, 21.914281001000063], [90.11112166500004, 21.923040770000057], [90.12064083000007, 21.929417355000055], [90.14291111300008, 21.93156670600007], [90.13262784400007, 21.953312510000046], [90.15311168300008, 21.982174265000026], [90.16225534800003, 21.98775215300003], [90.17246063100004, 21.981100169000058], [90.19117240200006, 21.984693119000042], [90.17834961300008, 22.001192918000072], [90.18507938300007, 22.01229435500005], [90.17857082200004, 22.021414657000037], [90.20234203800004, 22.021791049000058], [90.20017743700004, 22.028966878000062], [90.21022515000004, 22.030894187000058], [90.20687580300006, 22.041382213000077], [90.21131108500003, 22.049280372000055], [90.20071123000008, 22.053191836000053], [90.20003756400007, 22.063025912000057], [90.19396160700006, 22.058512849000067], [90.18704370600005, 22.065467054000067], [90.18642129200003, 22.085111652000023], [90.19982380300007, 22.091942003000042], [90.20908240100005, 22.08389649000003], [90.20008983300005, 22.076489838000043], [90.20686660700005, 22.069211723000024], [90.21283715200008, 22.07193361900005], [90.21870454000003, 22.063767141000028], [90.23301503500005, 22.062144327000055], [90.22636808500005, 22.04793160400004], [90.23927562500006, 22.044512593000036], [90.22106141600005, 22.03460611500003], [90.24064166500006, 22.03281452600004], [90.24774922700004, 22.020157530000063], [90.25461890900004, 22.032654774000036], [90.27637298900004, 22.030885735000027], [90.28294747200005, 22.046618299000045], [90.27898376000007, 22.051541006000036], [90.28917263400007, 22.056661700000063], [90.27926313400008, 22.064568850000057], [90.28842154500006, 22.063843191000046], [90.29620164700003, 22.076444817000038], [90.31790636000005, 22.082639260000064], [90.31480874800008, 22.091972757000065], [90.32537183500006, 22.09304778300003], [90.32951426100004, 22.085712555000043], [90.33308700100008, 22.108168293000062], [90.34655239300008, 22.110334799000043], [90.34148557300006, 22.118999016000032], [90.34349729400003, 22.129417944000068], [90.33707173400006, 22.137718410000048], [90.33669998800008, 22.165658519000033], [90.34915441000004, 22.18014654600006], [90.36593556800005, 22.188027170000055], [90.37191497200007, 22.19774017700007], [90.36724845800006, 22.20071937800003], [90.35100998000007, 22.196417315000076], [90.34798701900007, 22.205116778000047], [90.35628399900008, 22.20584218700003], [90.36320751900007, 22.215247386000044], [90.35815193700006, 22.21910493400003], [90.35957341400007, 22.231713639000077], [90.34962888800004, 22.230493387000024], [90.34307103500004, 22.238474730000064], [90.33531146300004, 22.238294136000036], [90.33450915000003, 22.244981429000063], [90.32839675100007, 22.24538857400006], [90.33400045300004, 22.263478415000066], [90.30303032400008, 22.24365553800004], [90.28864073600005, 22.243329664000044], [90.29169634900006, 22.23623652400005], [90.28696922200004, 22.235040265000066], [90.28262291400006, 22.24889463200003], [90.28837572200007, 22.247499178000055], [90.28988186300006, 22.257844705000025], [90.28137327500008, 22.25551441600004], [90.27178949000006, 22.26260711300006], [90.24414789400004, 22.260005078000063], [90.23421640600003, 22.239546810000036], [90.22515187700003, 22.233638171000052], [90.23289689300003, 22.22815302300006], [90.22495844100007, 22.217121960000043], [90.23770454900006, 22.193848263000064], [90.22312260800004, 22.170947502000047], [90.21959241700006, 22.14528239400005], [90.22385265000008, 22.14517045100007], [90.22476658100004, 22.13976349400008], [90.21668691900004, 22.120472027000062], [90.19059608000003, 22.10616231700004], [90.15889219400003, 22.114711803000034], [90.14028881100006, 22.08427517900003], [90.09153082800003, 22.04314712200005], [90.07527614300005, 22.00438420100005], [90.07336486800006, 21.972687550000046], [90.05397269200006, 21.955543290000037], [90.03168796200003, 21.94836623300006], [90.02589546100006, 21.93870999300003], [90.02353450900006, 21.917244123000046], [90.03035019600009, 21.922262931000034], [90.02235440000004, 21.907156434000058], [90.02337611400009, 21.88851081000007], [90.03072760100008, 21.87605629500007]]]]"
Anowara,Chittagong,"[[[[91.87710785300004, 22.15058538200003], [91.87900458500008, 22.145080605000032], [91.88875332900005, 22.142632094000078], [91.87710785300004, 22.15058538200003]]], [[[91.85039677500004, 22.134920020000038], [91.85720782700008, 22.149568076000037], [91.85365405200008, 22.152428178000036], [91.84715731900008, 22.149921266000035], [91.85039677500004, 22.134920020000038]]], [[[91.87308375100008, 22.150704183000073], [91.87851866300008, 22.15918384200006], [91.86960433400009, 22.159166939000045], [91.87308375100008, 22.150704183000073]]], [[[91.94178443900006, 22.179145770000048], [91.93773983600005, 22.180114782000032], [91.93820821100007, 22.17524870400007], [91.94178443900006, 22.179145770000048]]], [[[91.84781509200008, 22.114188710000064], [91.84966842200004, 22.125491900000043], [91.84181916800009, 22.145728268000028], [91.84617841200009, 22.153516569000033], [91.85788043300005, 22.15390943400007], [91.86953900000003, 22.133716022000044], [91.88605489000008, 22.127993076000052], [91.88976692600005, 22.139044100000035], [91.87677936400007, 22.14409051900003], [91.86855676500005, 22.159955617000037], [91.90272957800005, 22.157232632000046], [91.91528514400005, 22.186712070000056], [91.92218605400006, 22.184779175000074], [91.92139654100004, 22.17792819600004], [91.93567937800003, 22.175205111000025], [91.94470074300006, 22.191835514000047], [91.95379756600005, 22.19199048100006], [91.95096399400006, 22.205864589000043], [91.96592783400007, 22.23577658000005], [91.96004280600005, 22.247533211000075], [91.94156932800007, 22.246576192000077], [91.93812676200008, 22.255257365000034], [91.92249887700007, 22.25593155300004], [91.91349611300006, 22.248597630000063], [91.90888962900004, 22.254170170000066], [91.89837889300009, 22.248978127000044], [91.89243982200009, 22.25167932200003], [91.89650836100003, 22.254694461000042], [91.89450198800006, 22.258527744000048], [91.87589296900006, 22.261982400000022], [91.87709808400007, 22.248720175000074], [91.87302968300008, 22.243803505000074], [91.85956230000005, 22.244130015000053], [91.85487982800004, 22.238843673000076], [91.83794486400006, 22.253583325000022], [91.83052718000005, 22.240332419000026], [91.81573443100007, 22.229697662000035], [91.81232203900004, 22.20820743200005], [91.82412896300008, 22.15674924700005], [91.83778608800009, 22.123907663000068], [91.84781509200008, 22.114188710000064]]]]"
Araihazar,Narayanganj,"[[[[90.72733977100006, 23.663149372000078], [90.73323046700006, 23.66794314200007], [90.74115205500004, 23.696723316000032], [90.72486515300005, 23.718370486000026], [90.72148731900006, 23.737625414000036], [90.73463178400004, 23.762784104000048], [90.73232501500007, 23.773740872000076], [90.74123168400007, 23.78731428100008], [90.71476524800005, 23.79916110700003], [90.71599770100005, 23.80451764700007], [90.70898582400008, 23.81291997900007], [90.68513006000006, 23.82146832600006], [90.67714774900008, 23.82884615000006], [90.68949737100007, 23.798034160000043], [90.66969780400007, 23.794236390000037], [90.66384253100006, 23.795662805000063], [90.66367637400003, 23.80232532200006], [90.65541452200006, 23.79742115600004], [90.64973101000004, 23.79952146900007], [90.63653473700003, 23.82429084000006], [90.64377649700003, 23.835783572000025], [90.65892906000005, 23.835298413000032], [90.66270752300005, 23.841579309000053], [90.65533952600003, 23.84114171300007], [90.64659207900007, 23.847907620000058], [90.65430699500007, 23.85539317300004], [90.64548282900006, 23.863351591000026], [90.64512388500003, 23.869575105000024], [90.63347435100007, 23.868327364000038], [90.61864901800004, 23.85169676000004], [90.61927013300004, 23.837223571000038], [90.61031499200004, 23.832487463000064], [90.60035943000008, 23.83384244100006], [90.58998523700006, 23.824504778000062], [90.59439747900007, 23.81187768600006], [90.58690228100005, 23.80716501300003], [90.59166937200007, 23.800337039000055], [90.58782683000004, 23.78641886500003], [90.59480791000004, 23.782082596000066], [90.58134348500005, 23.769104209000034], [90.58106432500006, 23.76149101200008], [90.59945026900004, 23.765051189000076], [90.61689972700003, 23.748525655000037], [90.64143216700006, 23.73938899600006], [90.64194866600008, 23.73003222400007], [90.64892867500004, 23.731899308000038], [90.64956422000006, 23.72502419800003], [90.65764617600007, 23.726205453000034], [90.65180278100007, 23.72006734400003], [90.66064813800006, 23.717903849000038], [90.65982859300004, 23.710755466000023], [90.67291305800006, 23.70172837000007], [90.66308814400008, 23.68156605400003], [90.66448234600006, 23.673266711000053], [90.67650783000005, 23.680034628000044], [90.70795255600007, 23.662543096000036], [90.72733977100006, 23.663149372000078]]]]"
Ashuganj,Brahamanbaria,"[[[[90.97379404700007, 23.975413735000075], [90.99337786300003, 23.96589546200005], [91.01832166700007, 23.970160790000023], [91.02037738500007, 23.977767966000044], [91.03741096700008, 23.977661643000033], [91.04157942500007, 23.993358714000067], [91.05287929100007, 23.998872513000038], [91.04661970700005, 24.015438767000035], [91.06349940600006, 24.017326940000032], [91.06582855700003, 24.02256753100005], [91.06888222300006, 24.035728525000025], [91.06308187200005, 24.04791595100005], [91.06769630600007, 24.044827889000032], [91.06996540900008, 24.05564107400005], [91.06672715000008, 24.062469280000073], [91.06044888900004, 24.063496761000067], [91.05507063400006, 24.058378782000034], [91.05261585800008, 24.065577234000045], [91.04290146700004, 24.067812391000075], [91.00325216500005, 24.04654957300005], [90.97772185500008, 24.024110187000076], [90.96587687900006, 24.005404919000057], [90.97382229000004, 23.98848440000006], [90.97379404700007, 23.975413735000075]]]]"
Assasuni,Satkhira,"[[[[89.26864010700007, 22.342540213000063], [89.27310376300005, 22.347876941000038], [89.26407349100003, 22.377845023000077], [89.24621915600005, 22.369818570000064], [89.24017713800004, 22.37424250400005], [89.25493138600007, 22.400236606000078], [89.24080085900005, 22.428309470000045], [89.24465038900007, 22.44635209000006], [89.25854040400009, 22.452345637000064], [89.25519276600005, 22.463125364000064], [89.25842319300006, 22.466785583000046], [89.28513977900008, 22.477128295000057], [89.25581231100006, 22.49593532700004], [89.24824471100004, 22.52997294900007], [89.23469914600008, 22.548672485000054], [89.24160973300008, 22.567322898000043], [89.25640063300006, 22.570655904000034], [89.26172690500005, 22.578778401000022], [89.26458280000008, 22.601569366000035], [89.24296448500007, 22.611814968000033], [89.24521989200008, 22.61812413100006], [89.25908949200004, 22.61946361100007], [89.25885237900007, 22.624330962000045], [89.24593356300005, 22.633842204000075], [89.24065165100006, 22.644015113000023], [89.21919642700004, 22.624235741000064], [89.21536892600005, 22.632226256000024], [89.21147007000008, 22.63089730100006], [89.21094024300004, 22.63538764900005], [89.20676098200005, 22.63442643600007], [89.18077216100005, 22.654681907000054], [89.17538406800008, 22.647477351000077], [89.17067919200008, 22.651883043000055], [89.14423095700005, 22.644782229000043], [89.13549243200004, 22.630234509000047], [89.13991516900006, 22.610912490000032], [89.13150297100003, 22.587190219000036], [89.12503149700007, 22.58642792300003], [89.10599926000003, 22.599837652000076], [89.09324782600004, 22.592815964000067], [89.05690791400008, 22.609501132000048], [89.05570364100004, 22.600853608000023], [89.04592270700005, 22.594901694000043], [89.05116534400008, 22.588904287000048], [89.06593226800004, 22.586225286000058], [89.07831419800004, 22.573129266000024], [89.07294382600008, 22.561129141000038], [89.08964530400004, 22.549828324000032], [89.08362030800004, 22.54370487700004], [89.08839045600007, 22.528862709000066], [89.10064727300005, 22.525741221000033], [89.10655954000003, 22.518210745000033], [89.12360987800008, 22.518172900000025], [89.13034623300007, 22.531545710000046], [89.14957099900005, 22.538500231000057], [89.15993025700004, 22.536441409000076], [89.14850035100005, 22.51788498600007], [89.13722303700007, 22.518159190000063], [89.13316240600005, 22.513882961000036], [89.15714065800006, 22.50070773400006], [89.15427393800007, 22.491711543000065], [89.14372241000007, 22.483090205000053], [89.15353639500006, 22.463416436000045], [89.15356147000006, 22.451283536000062], [89.13820751300005, 22.44576416600006], [89.14112260900004, 22.436634764000075], [89.15196718500005, 22.43417654600006], [89.14661073700006, 22.42451894900006], [89.15108533300008, 22.40710537600006], [89.18751441800003, 22.394712799000047], [89.19532850800005, 22.366309623000063], [89.21530466200005, 22.368815150000046], [89.21932835500007, 22.37667156300006], [89.23877309400007, 22.36763483900006], [89.25132152400005, 22.344413239000062], [89.26864010700007, 22.342540213000063]]]]"
Atgharia,Pabna,"[[[[89.41631773400007, 24.04529246100003], [89.41717465800008, 24.055629450000026], [89.42203986800007, 24.057917185000065], [89.41905996200006, 24.066572648000033], [89.42217529600003, 24.076817100000028], [89.40881307200004, 24.092775154000037], [89.41765646400006, 24.099224590000063], [89.41073311600007, 24.11246820100007], [89.40027249700006, 24.104351286000053], [89.38974438700006, 24.116010422000045], [89.37802738000005, 24.111739078000028], [89.36979135900003, 24.121089432000076], [89.35995619700003, 24.123319484000035], [89.35394442800003, 24.108053507000022], [89.33970647000007, 24.10834827900004], [89.33787198800007, 24.101949756000067], [89.33090354500007, 24.108311683000068], [89.32378726800005, 24.106039340000052], [89.32553357500007, 24.112592864000078], [89.31945184700004, 24.120969419000062], [89.30144034600005, 24.10960629500005], [89.28667950500005, 24.10933940500007], [89.26862194600005, 24.128916117000074], [89.26536432600005, 24.14849023900007], [89.25978549300004, 24.152318682000043], [89.24033481400005, 24.13975489300003], [89.24035583500006, 24.16720500100007], [89.22235196500009, 24.170722967000074], [89.22132771000008, 24.16597840600008], [89.22748417600008, 24.163827446000028], [89.21611406800008, 24.15253129900003], [89.21318709400003, 24.173610664000023], [89.20063874000004, 24.173122616000057], [89.19826280700005, 24.184307585000056], [89.20172061200003, 24.19153234600003], [89.18583875000007, 24.20213318900005], [89.17381237400008, 24.199644625000076], [89.15605271200008, 24.173383647000037], [89.16302750500006, 24.16917614700003], [89.16379435600004, 24.14480368200003], [89.17150130900006, 24.134081777000063], [89.17346171400004, 24.141669324000077], [89.17818575300004, 24.13990601300003], [89.17792636800004, 24.12679019600006], [89.16948524100007, 24.124241651000034], [89.17761676800006, 24.118550587000072], [89.17458615500004, 24.10783066700003], [89.18776927200008, 24.109265083000025], [89.19195534600004, 24.105692687000044], [89.18995339500003, 24.089798254000073], [89.20382560900003, 24.094232850000026], [89.20973981600008, 24.092662107000024], [89.20980278900004, 24.085752068000033], [89.21742099300008, 24.090445954000074], [89.21506884300004, 24.083718270000077], [89.21923554300008, 24.08008740400004], [89.26564310400005, 24.078779607000058], [89.28346575700004, 24.069173017000026], [89.28575547300005, 24.060522212000024], [89.29058784900008, 24.065636380000058], [89.30498024600007, 24.064157984000076], [89.31112146500004, 24.051083353000024], [89.33393337300004, 24.068013523000047], [89.35933028600004, 24.048128702000042], [89.37586076800005, 24.053253176000055], [89.38004449200008, 24.03975781200006], [89.38527821900004, 24.040353006000032], [89.38901728400003, 24.05215467900007], [89.40306136800007, 24.040989549000074], [89.41631773400007, 24.04529246100003]]]]"
Atpara,Netrakona,"[[[[90.76277257000004, 24.778851357000065], [90.76831887800006, 24.782188705000067], [90.78182077500009, 24.772118230000046], [90.79482506000005, 24.77889799700006], [90.79578015400006, 24.763271773000042], [90.80157401500009, 24.764993435000065], [90.80145605700005, 24.75951966300005], [90.81445742100004, 24.75784092400005], [90.82826289300004, 24.748097719000043], [90.84462341200003, 24.74893883900006], [90.84920469000008, 24.743859075000046], [90.84343441100003, 24.732566983000027], [90.85580747000006, 24.728890181000054], [90.87900773400008, 24.74044351300006], [90.87734922900006, 24.748409911000067], [90.89803573900008, 24.742264999000042], [90.90118936900006, 24.753292359000056], [90.90052758800005, 24.745857267000076], [90.92056781900004, 24.746840648000045], [90.92905458100006, 24.731150486000047], [90.94482285400005, 24.731796420000023], [90.95592690300003, 24.72405730400004], [90.98959178000007, 24.741963931000043], [90.98192053900004, 24.753646928000023], [90.97529255100005, 24.755513269000062], [90.98152389900008, 24.769714375000035], [90.97753346500008, 24.779715877000058], [90.98036584100004, 24.78424424800005], [90.95527132600006, 24.775327332000074], [90.94606044700004, 24.766384522000067], [90.93320129300008, 24.773119660000077], [90.93619335500006, 24.78902934300004], [90.93227316800005, 24.79675299300004], [90.91519919600006, 24.80583541900006], [90.91468765800005, 24.822323979000032], [90.92771222200008, 24.832088793000025], [90.94640787800006, 24.833997271000044], [90.94457320900005, 24.85384730900006], [90.93461515500007, 24.85137122100008], [90.93031645000008, 24.86349561800006], [90.92919652100005, 24.859330472000067], [90.92139125300008, 24.861223881000058], [90.92116780800006, 24.856113954000023], [90.90692709200005, 24.857144223000034], [90.89823183000004, 24.846248824000043], [90.88743724500006, 24.845787287000064], [90.88517215300004, 24.851096632000065], [90.86149062800007, 24.843354090000048], [90.85943164100007, 24.83871739400007], [90.84798116200005, 24.856533213000034], [90.82501750500006, 24.844752518000064], [90.80877691500007, 24.844969985000034], [90.80775458400007, 24.84003681200005], [90.79551586100007, 24.83706528600004], [90.79478354900004, 24.825828656000056], [90.77977177800005, 24.825464057000033], [90.77741592600006, 24.818209886000034], [90.79547685700004, 24.80500554100007], [90.79768330400003, 24.797875803000068], [90.78720140700005, 24.794045219000054], [90.78534761100008, 24.785384763000025], [90.76733751600005, 24.792409371000076], [90.76277257000004, 24.778851357000065]]]]"
Atrai,Naogaon,"[[[[89.09823414400006, 24.541597154000044], [89.09732722900009, 24.557829412000046], [89.10391548600006, 24.562462667000034], [89.10481374200003, 24.583876445000044], [89.09515843100007, 24.598242248000076], [89.10012702200004, 24.60246802000006], [89.09588927300007, 24.60319275300003], [89.10185382700007, 24.621173998000074], [89.09753658700004, 24.637136763000058], [89.10350876300004, 24.63979821500004], [89.09249315000005, 24.643954053000073], [89.09442084200003, 24.668990698000073], [89.07819021700004, 24.669620648000034], [89.07497013000005, 24.65057859600006], [89.06613496000006, 24.636840594000034], [89.05462778200007, 24.639852700000063], [89.05352993000008, 24.64917854500004], [89.04369790700008, 24.64852479700005], [89.03229171100008, 24.657740475000026], [89.02847443300004, 24.654605322000066], [89.01504631400007, 24.659174368000038], [89.01701083700004, 24.673023387000057], [88.99094105500006, 24.671346906000053], [88.98269442300005, 24.692630060000056], [88.97563182400006, 24.69759852100003], [88.94867782700004, 24.69608746700004], [88.94644771200007, 24.682186811000065], [88.95132137900003, 24.665476565000063], [88.94165052000005, 24.66963165900006], [88.94104656300004, 24.666398978000075], [88.92280836400005, 24.668105326000045], [88.92141977000006, 24.671458665000046], [88.92904624000005, 24.674660939000034], [88.92734238000008, 24.682853566000063], [88.91941339100003, 24.685313963000056], [88.91793692000005, 24.69305035700006], [88.89708844300009, 24.707988467000064], [88.89035803000007, 24.700556479000056], [88.89315821000008, 24.694581520000042], [88.88862419300006, 24.680807091000077], [88.88239795700008, 24.68147146000007], [88.88019695800006, 24.688016223000034], [88.86688777700004, 24.696753714000067], [88.85420297200005, 24.700555698000073], [88.84519486500005, 24.699145083000076], [88.84508012300006, 24.67968946600007], [88.83593560000008, 24.685327150000035], [88.83301171700003, 24.67924454300004], [88.81407630300004, 24.674585566000076], [88.81079569500008, 24.658219876000032], [88.82206376300007, 24.65303266600006], [88.82936536600005, 24.653113989000076], [88.83289459200006, 24.65850941800005], [88.85464132700008, 24.658431247000067], [88.87934224600008, 24.635747305000052], [88.87870678200005, 24.64256847100006], [88.88993876400008, 24.637755611000046], [88.89726736800009, 24.64336442800004], [88.90949501300008, 24.643290513000068], [88.91313060900006, 24.62920550000007], [88.92406061600008, 24.618124564000027], [88.92660244300004, 24.59776292300006], [88.93317295500003, 24.595442481000077], [88.93473712500008, 24.587351952000063], [88.94121856000004, 24.591541602000063], [88.95290291000003, 24.578747269000075], [88.95995281700004, 24.58445553400003], [88.97243538000004, 24.58486802400006], [89.00949221200005, 24.565603043000067], [89.01098593100005, 24.56085869900005], [89.00447296800007, 24.55633089500003], [89.01030886900008, 24.55080352500005], [89.01610660100005, 24.549747616000047], [89.02723788300005, 24.557659191000027], [89.03470743100007, 24.54557707600003], [89.05308434800008, 24.534127840000053], [89.06035329200006, 24.538649817000078], [89.06566629200006, 24.533351191000065], [89.07909382400004, 24.53332031900004], [89.08476947400004, 24.544578658000034], [89.09153157200006, 24.53802186400003], [89.09823414400006, 24.541597154000044]]]]"
